ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,item_UPA,item_IPA,form_set,etym_notes,glossing_notes
101-104-2,,101,104,vaejsjie,vaejsjie,,,NSsNdb,104-n,,,,,,14,,
102-104-1,,102,104,tjuura,tjuura,,,WbWlap,104-o,,,,,,4,,
204-104-3,,204,104,šiivatta,šiivatta,,,KKSV,104-p,,,,,,2,,
207-104-1,,207,104,živat,živat,,,NRVS,104-p,,,,,,2,,
501-104-2,,501,104,zv́er,zv́er,,,SyrjWsch,104-q,,,,zv́er,zvʲer ,5,,
104-104-1,,104,104,judos,judos,,,EZ,104-r,,,,,,15,,
901-104-1,,901,104,dʹaməδə,dʹaməδə,,,SlNgaRus,104-s,,,,dʹaməδə,dʲɑməðə,16,,
0-105-1,,0,105,[Not reconstructable],,,,UEW;Sam88,105-?,,,,,,?,[Not reconstructable],
901-105-1,,901,105,[Form not found],,,,SlNgaRus,105-?,,,,,,?,[Form not found],
101-105-1,,101,105,luvnie,luvnie,,,NSsNdb,105-a,,,,,,1,,
102-105-1,,102,105,lüdˈnee,lüdˈnee,,,WbWlap,105-a,,,,,,1,,
105-105-1,,105,105,luhtte,luhtte,,,SSSg,105-a,,,,,,1,,
106-105-1,,106,105,lunne,lunne,,,InsSSk,105-a,,,,,,1,,
203-105-1,,203,105,luona,luona,,,JL,105-a,,,,,luo̞nɑ,1,,
204-105-1,,204,105,luona,luona,,,KKSV,105-a,,,,,,1,,
208-105-1,,208,105,lōn,lōn,,,InkmSk,105-a,,,,lōn,loːn ,1,,
207-105-1,,207,105,kohtas,kohtas,,,NRVS,105-b,,,,,,2,,
209-105-1,,209,105,jūre̮ᴢ,jūre̮ᴢ,,,VKJMS,105-c,,,,jūre̮ᴢ,juːrɤz,3,,
210-105-1,,210,105,juures,juures,,,SVSk,105-c,,,,,juːres,3,,
212-105-1,,212,105,jū(r)s,jūs,,,LivWb,105-c,,,,,,3,,
107-105-1,,107,105,åʹrrn,åʹrrn,,,SKosSk,105-d,,,,,,4,,
301-105-1,,301,105,kedʹse,kedʹse,,,MordWb,105-e,,,,kedʹse,kedʲse,5,,
401-105-1,,401,105,δene,δene,,,SMSk;TscherWb,105-f,,,,δene,ðene ,6,From PFU *tarV 'near',
501-105-1,,501,105,dori̮n,dori̮n,,,SyrjWsch,105-f,,,,dori̮n,dorɯn,6,From PFU *tarV 'near',
504-105-1,,504,105,dori̮n,dori̮n,,,WotjWsch,105-f,,,,dori̮n,dorɯn,6,From PFU *tarV 'near',
501-105-2,,501,105,ordi̮n,ordi̮n,,,SyrjWsch,105-g,,,,ordi̮n,ordɯn,7,Deriv. from PFP *ertä 'side',
504-105-2,,504,105,urtsi̮n,urtsi̮n,,,WotjWsch,105-g,,,,urtsi̮n,urtsɯn,7,Deriv. from PFP *ertä 'side',
301-105-2,,301,105,pelʹe,pelʹe,,,MordWb,105-h,,,,pelʹe,peʎe ,8,,
401-105-2,,401,105,pelen,pelen,,,SMSk;TscherWb,105-h,,,,pelen,pelen,8,,
601-105-1,,601,105,"(-nál/nél), nála",nála,,,FMSz,105-i,,,,,"(-naːl/neːl), naːlɒ",9,,"Former as suffix, latter 'at him/her'"
601-105-2,,601,105,mellett,mellett,,,FMSz,105-j,,,,,mɛlːɛtː,10,,
701-105-1,,701,105,pālt,pālt,,,WogWb,105-k,,,,pālt,pɑːlt ,11,,
807-105-1,,807,105,pŏŋəl,pŏŋəl,,,DEWbOstj,105-l,,,,pŏŋəl,pŏŋəl,12,,
401-105-3,,401,105,βokten(e),βokten,,,SMSk;TscherWb,105-m,,,,"βokten, βoktene","βokten, βoktene",13,“-tene” from PFU *tarV 'near',
902-105-1,,902,105,nyana,nyana,,,JurSWb,105-n,,,,,,14,,
907-105-1,,907,105,nānə,nānə,,,SolkWb,105-n,,,,nānə,nɑːnə ,14,,
108-105-1,,108,105,al’n,al’n,,,WOLD,105-o,,,,,alʲn,15,,
211-105-1,,211,105,man,man,,,VESr,105-p,,,,,,16,,
106-105-2,,106,105,kulen,kulen,,,InsSSk,105-q,,,,,,17,,
106-105-3,,106,105,keččin,keččin,,,InsSSk,105-r,,,,,,18,,
503-105-1,,503,105,saji̮n,saji̮n,,,KoPRSl,105-s,,,,saji̮n,sɑjɯn,19,,
209-105-2,,209,105,tüven̄,tüven̄,,,VKJMS,105-t,,,,tüvenn,tyvenː,20,,
209-105-3,,209,105,ǟrel̄,ǟrel̄,,,VKJMS,105-u,,,,ǟrell,æːrelː,21,,
503-105-2,,503,105,di̮ni̮n,di̮ni̮n,,,KoPRSl,105-w,,,,di̮ni̮n,dɯnɯn,22,,
104-105-1,,104,105,naldne,naldne,,,EZ,105-x,,,,,,23,,
0-106-1,,0,106,[Not reconstructable],,,,UEW;Sam88,106-?,,,,,,?,[Not reconstructable],
203-106-1,,203,106,huono,huono,,,JL,106-a,,,,,huo̞no̞,1,,
204-106-1,,204,106,huono,huono,,,KKSV,106-a,,,,,,1,,
208-106-1,,208,106,hōno,hōno,,,InkmSk,106-a,,,,hōno,hoːno ,1,,
301-106-1,,301,106,beŕań,beŕań,,,MordWb,106-aa,,,,beŕań,berʲɑɲ,26,,
104-106-1,,104,106,bahá,bahá,,,EZ,106-ab,,,,,,24,,
106-106-1,,106,106,hyeni,hyeni,,,InsSSk,106-az,,,,,,1,,
107-106-1,,107,106,hueʹnn,hueʹnn,,,SKosSk,106-az,,,,,,1,,
207-106-1,,207,106,hond,hond,,,VVS,106-b,,,,,,2,From *honto,
210-106-1,,210,106,halb,halb,,,SVSk,106-c,,,,,hɑlp,3,Debated,
211-106-1,,211,106,halv,halv,,,VESr,106-c,,,,,,3,Debated,
212-106-1,,212,106,slikt,slikt,,,LivWb,106-d,,,,,,4,"Cf. Lith ""slikts"" Winkler 104: ger, Suhonen1973: Lit",
105-106-1,,105,106,headju,headju,,,SSSg,106-e,,,,,,5,"Cf. Fin ""häijy"" 'mean'",
102-106-1,,102,106,nä̀yree,nä̀yree,,,WbWlap,106-f,,,,,,6,Cf. Finnic *nöyrä 'weak',
107-106-2,,107,106,neuʹrr,neuʹrr,,,SKosSk,106-f,,,,,,6,Cf. Finnic *nöyrä 'weak',
212-106-2,,212,106,tiʾg,tiʾg,,,LivWb,106-g,,,,,,7,,
105-106-2,,105,106,hēittot,hēittot,,,SSSg,106-h,,,,,,8,,
106-106-2,,106,106,heeitug,heeitug,,,InsSSk,106-h,,,,,,8,,
501-106-1,,501,106,ome̮lʹ,ome̮lʹ,,,SyrjWsch,106-i,,,,ome̮lʹ,omɤʎ ,9,,
503-106-1,,503,106,ume̮lʹ,ume̮lʹ,,,KoPRSl,106-i,,,,ume̮lʹ,umɤʎ ,9,,
504-106-1,,504,106,urod,urod,,,WotjWsch,106-j,,,,urod,urod,10,,
601-106-1,,601,106,rossz,rossz,,,FMSz,106-k,,,,,rosː,11,,
701-106-1,,701,106,lʹūlʹ,lʹūlʹ,,,WogWb,106-l,,,,lʹūlʹ,ʎuːʎ ,12,,
807-106-1,,807,106,ätəm,ätəm,,,DEWbOstj,106-m,,,,ätəm,ætəm ,13,,"'Bad, meager, thin, wrong'"
901-106-1,,901,106,bahia,bahia,,Deriv. from PSd *wəj- 'bad',SlNgaRus,106-n,,,,bahia,bɑhiɑ,14,,"'Ugly, bad'"
902-106-1,,902,106,wæwa,wæwa,,,JurSWb,106-n,,,,,,14,,
907-106-1,,907,106,qośək,qośək,,,SolkWb,106-o,,,,qośək,qoɕək,15,,
108-106-1,,108,106,njuess’,njuess’,,,WOLD,106-p,,,,,ɲuesːʲ,16,,
301-106-2,,301,106,kalʹdʹav,kalʹdʹav,,,MordWb,106-q,,,,kalʹdʹav,kɑʎdʲɑv,17,,
301-106-3,,301,106,aparo,aparo,,,MordWb,106-r,,,,aparo,ɑpɑro,18,,"Comp.; ""a"" 'not', ""paro"" 'good'"
401-106-1,,401,106,uδa,uδa,,,SMSk;TscherWb,106-s,,,,uδa,uðɑ ,19,,
401-106-2,,401,106,načar,načar,,,SMSk;TscherWb,106-t,,,,načar,nɑʧɑr,20,,
101-106-1,,101,106,måekies,måekies,,,NSsNdb,106-u,,,,,,21,,
101-106-2,,101,106,madtan,madtan,,,NSsNdb,106-v,,,,,,22,,
209-106-1,,209,106,kehno,kehno,,,VKJMS,106-w,,,,kehno,kehno,23,,
208-106-2,,208,106,paha,paha,,,InkmSk,106-x,,,,paha,pɑhɑ ,24,,
209-106-2,,209,106,paha,paha,,,VKJMS,106-x,,,,paha,pɑhɑ,24,,
208-106-3,,208,106,huʙa,huʙa,,,InkmSk,106-y,,,,huʙa,hub̥ɑ ,25,,
0-107-1,,0,107,[Not reconstructable],,,,UEW;Sam88,107-?,,,,,,?,[Not reconstructable],
701-107-1,,701,107,[Form not found],,,No freestanding word?,WogWb,107-?,,,,,,?,[Form not found],
907-107-1,,907,107,[Form not found],,,No independent word?,SolkWb,107-?,,,,,,?,[Form not found],
106-107-1,,106,107,koas ~ kuás,koas ~ kuás,,,InsSSk,107-a,,,,,,1,,
108-107-1,,108,107,guejke,guejke,,,WOLD,107-a,,,,,guejke,1,,
203-107-1,,203,107,koska,koska,,,JL,107-a,,,,,ko̞skɑ,1,,
204-107-1,,204,107,kuin,kuin,,,KKSV,107-a,,,,,,1,,Deriv.; subord. conj.
209-107-1,,209,107,ku,ku,,,VKJMS,107-a,,,,ku,ku,1,,
212-107-1,,212,107,ku,ku,,Subord. conj.,LivWb,107-a,,,,,,1,,
203-107-2,,203,107,siksi (että),siksi,,,JL,107-b,,,,,siksi(et̪ːæ),2,,"""Että"" used as subordinating conjunction"
204-107-2,,204,107,siksi (kuin),siksi,,,KKSV,107-b,,,,,,2,,"""Kuin"" used as subord. conj."
207-107-1,,207,107,sida,sida,,,VVS,107-b,,,,,,2,,
207-107-2,,207,107,sikš,sikš,,,VVS,107-b,,,,,,2,,
208-107-1,,208,107,"sentǟ, sem peräst",sentǟ,,,InkmSk,107-b,,,,"sentǟ, sem_peräst","sentæː, sem peræst ",2,,
208-107-2,,208,107,"sentǟ, sem peräst",sem peräst,,,InkmSk,107-b,,,,"sentǟ, sem_peräst","sentæː, sem peræst ",2,,
209-107-2,,209,107,sissi,sissi,,,VKJMS,107-b,,,,sissi,sisːi,2,,
210-107-1,,210,107,sellepärast (et),sellepärast,,,SVSk,107-b,,,,,selːepærɑst(et),2,,"Comp.; “selle pärast” ''because of it'; ""et"" used as subord. conj."
211-107-1,,211,107,selle,selle,,,VESr,107-b,,,,,,2,,
212-107-2,,212,107,"sìestə, sie pieràst",sìestə,,,LivWb,107-b,,,,,,2,,Latter lit. 'because of it'
212-107-3,,212,107,"sìestə, sie pieràst",sie pieràst,,,LivWb,107-b,,,,,,2,,Latter lit. 'because of it'
301-107-1,,301,107,śeks,śeks,,,MordWb,107-b,,,,śeks,ɕeks ,2,,
401-107-1,,401,107,sandene,sandene,,,SMSk;TscherWb,107-b,,,,sandene,sɑndene ,2,"""-dene"" 'at' from PFU *tarɜ 'near'",
102-107-1,,102,107,diaht(a),diaht,,,WbWlap,107-c,,,,,,3,,
104-107-1,,104,107,dajna gu,dajna gu,,,EZ,107-c,,,,,,3,"Cogn. with Fin ""jotta"" '(so) that, in order to'",
105-107-1,,105,107,danne,danne,,,SSSg,107-c,,,,,,3,,
106-107-2,,106,107,tondeet ~ tondiet,tondeet ~ tondiet,,,InsSSk,107-c,,,,,,3,,
107-107-1,,107,107,"tõndiõtt, tõʹnt",tõndiõtt,,,SKosSk,107-c,,,,,,3,,
107-107-2,,107,107,"tõndiõtt, tõʹnt",tõʹnt,,,SKosSk,107-c,,,,,,3,,
501-107-1,,501,107,si̮ ponda,si̮ ponda,,,SyrjWsch,107-d,,,,si̮_ponda,sɯ pondɑ,4,,
601-107-1,,601,107,"mert, mivel",mert,,,FMSz,107-e,,,,,"mɛrt, mivɛl",5,,
601-107-2,,601,107,"mert, mivel",mivel,,,FMSz,107-e,,,,,"mɛrt, mivɛl",5,,
204-107-3,,204,107,sentäh(en),sentäh,,,KKSV,107-f,,,,,,6,,"Comp.; ""sen tähen"" 'because of it'"
208-107-3,,208,107,sentǟ,sentǟ,,,InkmSk,107-f,,,,sentǟ,sentæː,6,,
301-107-2,,301,107,śeks meks,śeks meks,,,MordWb,107-g,,,,śeks_meks,ɕeks meks,7,,"""Śeks"" by itself 'because'"
401-107-2,,401,107,satlan ~ saδlan,satlan ~ saδlan,,"Deriv. from ""sade"" 'that'",SMSk;TscherWb,107-h,,,,"satlan, saδlan","sɑtlɑn, sɑðlɑn",8,,
208-107-4,,208,107,sem peräst,sem peräst,,,InkmSk,107-i,,,,sem_peräst,sem peræst,9,,
210-107-2,,210,107,sellepärast (et),sellepärast,,,SVSk,107-i,,,,,selːepærɑst(et),9,,"Comp.; “selle pärast” ''because of it'; ""et"" used as subord. conj."
212-107-4,,212,107,sie pieràst,sie pieràst,,,LivWb,107-i,,,,,,9,,'Because of it'
501-107-2,,501,107,si̮ ve̮sna,si̮ ve̮sna,,,SyrjWsch,107-j,,,,si̮_ve̮sna,sɯ vɤsnɑ ,10,,
504-107-1,,504,107,mali̮ ke šuono,mali̮ ke šuono,,,WotjWsch,107-k,,,,mali̮_ke_šuono,mɑlɯ ke ʃuono,11,,
807-107-1,,807,107,merǝ,merǝ,,,DEWbOstj,107-l,,,,merə,merə ,12,,"'Because of, during'; postposition"
901-107-1,,901,107,ńīðə,ńīðə,,,SlNgaRus,107-m,,,,ńīδə,ɲiːðə ,13,,
902-107-1,,902,107,ŋədy°bya-,ŋədy°bya-,,,JurSWb,107-m,,,,,,13,,
101-107-1,,101,107,juktie,juktie,,,NSsNdb,107-n,,,,,,14,"Cogn. with Fin ""jotta"" '(so) that, in order to'",
106-107-3,,106,107,jo,jo,,,InsSSk,107-n,,,,,,14,,
503-107-1,,503,107,da,da,,,KoPRSl,107-o,,,,da,dɑ,15,,
101-107-2,,101,107,jihkie,jihkie,,,NSsNdb,107-p,,,,,,16,,
503-107-2,,503,107,siʒ́ ki̮ʒ́,siʒ́ ki̮ʒ́,,,KoPRSl;RB,107-q,,,,siʒ́ ki̮ʒ́,siʥ kɯʥ ,17,,'So that'; used as conjunction
901-107-2,,901,107,suəbəsi̮,suəbəsi̮,,,SlNgaRus,107-r,,,,suəbəsi̮,suəbəsɯ ,18,,
203-108-1,,203,108,vatsa,vatsa,,,JL,108-a,,,,,ʋɑt̪sɑ,1,,
204-108-1,,204,108,vattša,vattša,,,KKSV,108-a,,,,,,1,,
207-108-1,,207,108,vats,vats,,,VVS,108-a,,,,,,1,,
208-108-1,,208,108,vatsa,vatsa,,,InkmSk,108-a,,,,vatsa,vɑtsɑ,1,,
209-108-1,,209,108,vatts,vatts,,,VKJMS,108-a,,,,vatts,vɑtːs,1,,
210-108-1,,210,108,vats,vats,,,SVSk,108-a,,,,,vɑtːs,1,,
212-108-1,,212,108,vats,vats,,,LivWb,108-a,,,,,,1,,
203-108-2,,203,108,maha,maha,,,JL,108-b,,,,,mɑɦɑ,2,,
207-108-2,,207,108,koht,koht,,,VVS,108-c,,,,,,3,,
210-108-2,,210,108,kõht,kõht,,,SVSk,108-c,,,,,kɤht,3,,
211-108-1,,211,108,kõtt,kõtt,,,VESr,108-c,,,,,,3,,
504-108-1,,504,108,ke̮t,ke̮t,,,WotjWsch,108-c,,,,ke̮t,kɤt ,3,,
209-108-2,,209,108,mako,mako,,,VKJMS,108-d,,,,mako,mɑko ,2,,
212-108-2,,212,108,maʾg,maʾg,,,LivWb,108-d,,,,,,2,,
0-108-1,,0,108,*ćowja ~ ćojwa,*ćowja ~ ćojwa,,Only in Sa and Sd; phonetic correspondence not solid,UEW;Sam88,108-e,,,,,,5,,
101-108-1,,101,108,tjåejjie,tjåejjie,,,NSsNdb,108-e,,,,,,5,,
102-108-1,,102,108,tjåìvee,tjåìvee,,,WbWlap,108-e,,,,,,5,,
104-108-1,,104,108,tjåjjve,tjåjjve,,,EZ,108-e,,,,,,5,,
105-108-1,,105,108,čoavji,čoavji,,,SSSg,108-e,,,,,,5,,
106-108-1,,106,108,čoavji ~  čuáv'ji,čoavji ~ čuáv'ji,,,InsSSk,108-e,,,,,,5,,
107-108-1,,107,108,čåuʹjj,čåuʹjj,,,SKosSk,108-e,,,,,,5,,
108-108-1,,108,108,čuejjv,čuejjv,,,WOLD,108-e,,,,,tʃuejːv,5,,
901-108-1,,901,108,čajbə,čajbə,,Irregular correspondence of initial,SlNgaRus,108-e,,,,čajbə,ʧɑjbə,5,,
902-108-1,,902,108,tyíw°,tyíw°,,,JurSWb,108-e,,,,,,5,Irregular correspondence of initial,
301-108-1,,301,108,peke,peke,,,MordWb,108-f,,,,peke,peke ,6,,
401-108-1,,401,108,müškə̑r,müškə̑r,,,SMSk;TscherWb,108-g,,,,müškə̑r,myʃkə̠r,7,,
501-108-1,,501,108,ruš-ku,ruš-ku,,,SyrjWsch,108-h,,,,ruš-ku,ruʃ-ku,8,,"Comp. with ""ku"" 'skin'"
601-108-1,,601,108,has,has,,,FMSz,108-i,,,,,hɒʃ,9,,
601-108-2,,601,108,gyomor,gyomor,,,FMSz,108-j,,,,,ɟomor,10,,
701-108-1,,701,108,sōriɣ,sōriɣ,,,WogWb,108-k,,,,sōriɣ,soːriɣ,11,,
701-108-2,,701,108,sim,sim,,,WogWb,108-l,,,,sim,sim ,12,,
807-108-1,,807,108,kŏṇ,kŏṇ,,,DEWbOstj,108-m,,,,kŏṇ,kŏɳ ,13,,
807-108-2,,807,108,ont,ont,,,DEWbOstj,108-n,,,,ont,ont ,14,Confined only to Ob-Ugric,
907-108-1,,907,108,perkə,perkə,,,SolkWb,108-o,,,,perkə,perkə,15,,
807-108-3,,807,108,poɣli̮,poɣli̮,,,DEWbOstj,108-p,,,,poɣli̮,poɣlɯ,16,,
503-108-1,,503,108,ki̮ne̮m,ki̮ne̮m,,,KoPRSl,108-q,,,,ki̮ne̮m,kɯnɤm,17,,
108-109-1,,108,109,[Form not found],,,,WOLD,109-?,,,,,,?,[Form not found],
101-109-1,,101,109,muerjie,muerjie,,,NSsNdb,109-a,,,,,,1,,
102-109-1,,102,109,müerˈjee,müerˈjee,,,WbWlap,109-a,,,,,,1,,
104-109-1,,104,109,muärrje ,muärrje,,,EZ,109-a,,,,,,1,,
105-109-1,,105,109,muorji,muorji,,,SSSg,109-a,,,,,,1,,
106-109-1,,106,109,myer'ji,myer'ji,,,InsSSk,109-a,,,,,,1,,
107-109-1,,107,109,mueʹrjj,mueʹrjj,,,SKosSk,109-a,,,,,,1,,
203-109-1,,203,109,marja,marja,,,JL,109-a,,,,,mɑrjɑ,1,,
204-109-1,,204,109,marja,marja,,,KKSV,109-a,,,,,,1,,
208-109-1,,208,109,marja,marja,,,InkmSk,109-a,,,,marja,mɑrjɑ,1,,
209-109-1,,209,109,marje̮,marje̮,,,VKJMS,109-a,,,,marje̮,mɑrjɤ,1,,
210-109-1,,210,109,mari,mari,,,SVSk,109-a,,,,,mɑri,1,,
211-109-1,,211,109,mari,mari,,,VESr,109-a,,,,,,1,,
212-109-1,,212,109,mɔ̄ŕa,mɔ̄ŕa,,,LivWb,109-a,,,,,,1,,
301-109-1,,301,109,maŕ,maŕ,,,MordWb,109-a,,,,maŕ,mɑrʲ ,1,,
207-109-1,,207,109,"bō, bolāńe",bō,,,VVS,109-b,,,,,,2,,
207-109-2,,207,109,"bō, bolāńe",bolāńe,,,VVS,109-b,,,,,,2,,
601-109-1,,601,109,bogyó,bogyó,,,FMSz,109-b,,,,,boɟoː,2,"Correspondence in Ob-Ugric, Permic and Finnic but  TESz suggests also separate development in Hungarian ",
701-109-1,,701,109,pil ~ pīl,pil ~ pīl,,,WogWb,109-b,,,,"pil, pīl","pil, piːl ",2,,
401-109-1,,401,109,jemə̑š,jemə̑š,,,SMSk;TscherWb,109-d,,,,jemə̑š,jemə̠ʃ,4,,"'Fruits, berries'"
501-109-1,,501,109,tuś,tuś,,,SyrjWsch,109-e,,,,tuś,tuɕ ,5,,"'Seed, berry'"
401-109-2,,401,109,saska,saska,,,SMSk;TscherWb,109-f,,,,saska,sɑskɑ,6,,"'Berry, fruit'"
0-109-1,,0,109,*osa,*osa,,,UEW;Sam88,109-g,,,,,,7,,
504-109-1,,504,109,uzi̮-bori̮,uzi̮-bori̮,,,WotjWsch,109-g,,,,uzi̮-bori̮,uzɯ-borɯ ,7,Etymological connection based on first part,'Berry'; comp.
807-109-1,,807,109,ul,ul,,,DEWbOstj,109-g,,,,ul,ul,7,,
901-109-1,,901,109,ŋuta,ŋuta,,,SlNgaRus,109-g,,,,ŋuta,ŋutɑ ,7,,
902-109-1,,902,109,ŋodya,ŋodya,,,JurSWb,109-g,,,,,,7,,
907-109-1,,907,109,čopər,čopər,,,SolkWb,109-h,,,,čopər,ʧopər,8,,
503-109-1,,503,109,jage̮d,jage̮d,,,KoPRSl,109-i,,,,jage̮d,jɑgɤd,9,,
0-11-1,,0,11,*tuli̮-,*tuli̮-,,,UEW;Sam88,11-a,,,,,,1,,
203-11-1,,203,11,tulla,tulla,,,JL,11-a,,,,,t̪ulːɑ,1,,
204-11-1,,204,11,tulla,tulla,,,KKSV,11-a,,,,,,1,,
207-11-1,,207,11,tulda ~ tūda,tulda ~ tūda,,,VVS,11-a,,,,,,1,,
208-11-1,,208,11,tulla,tulla,,,InkmSk,11-a,,,,tulla,tulːɑ,1,,
209-11-1,,209,11,tuлe̮ma,tuлe̮ma,,,VKJMS,11-a,,,,tule̮ma,tulɤmɑ,1,,
210-11-1,,210,11,tulla,tulla,,,SVSk,11-a,,,,,tulːɑ,1,,
211-11-1,,211,11,tulõma,tulõma,,,VESr,11-a,,,,,,1,,
212-11-1,,212,11,tūlda,tūlda,,,LivWb,11-a,,,,,,1,,
401-11-1,,401,11,tolam,tolam,,,SMSk;TscherWb,11-a,,,,tolam,tolɑm,1,,
901-11-1,,901,11,tujśa,tujśa,,,SlNgaRus,11-a,,,,tujśa,tujɕɑ,1,,
902-11-1,,902,11,tosy°,tosy°,,,JurSWb,11-a,,,,,,1,,
907-11-1,,907,11,tǖ-,tǖ-,,,SolkWb,11-a,,,,tǖ-,tyː- ,1,,
101-11-1,,101,11,båetedh,båetedh,,,NSsNdb,11-b,,,,,,2,,
102-11-1,,102,11,bååhteet,bååhteet,,,WbWlap,11-b,,,,,,2,,
104-11-1,,104,11,båhtet,båhtet,,,EZ,11-b,,,,,,2,,
105-11-1,,105,11,boahtit,boahtit,,,SSSg,11-b,,,,,,2,,
106-11-1,,106,11,poattiđ,poattiđ,,,InsSSk,11-b,,,,,,2,,
107-11-1,,107,11,pueʹtted,pueʹtted,,,SKosSk,11-b,,,,,,2,,
108-11-1,,108,11,puedt’e,puedt’e,,,WOLD,11-b,,,,,puedːʲe,2,,
301-11-1,,301,11,sams,sams,,,MordWb,11-c,,,,sams,sɑms ,3,,
501-11-1,,501,11,voni̮,voni̮,,,SyrjWsch,11-d,,,,voni̮,vonɯ ,4,,
504-11-1,,504,11,vui̮ni̮,vui̮ni̮,,,WotjWsch,11-d,,,,vui̮ni̮,vuɯnɯ,4,,
501-11-2,,501,11,lokni̮,lokni̮,,,SyrjWsch,11-e,,,,lokni̮,loknɯ,5,"From PFU *läkti- 'leave, depart'",
503-11-1,,503,11,lokni̮,lokni̮,,"Stem ""lokt-""",KoPRSl,11-e,,,,lokni̮,loknɯ,5,"From PFU *läkti- 'leave, depart'",
504-11-2,,504,11,li̮kti̮ni̮,li̮kti̮ni̮,,,WotjWsch,11-e,,,,li̮kti̮ni̮,lɯktɯnɯ ,5,"From PFU *läkti- 'leave, depart'",
601-11-1,,601,11,jön,jön,,,FMSz,11-f,,,,,jøn,6,,
701-11-1,,701,11,juw ~ jiw,juw ~ jiw,,,WogWb,11-f,,,,"juw, jiw","juw, jiw ",6,,
807-11-1,,807,11,jö̆-,jö̆-,,,DEWbOstj,11-f,,,,jö̆-,jø̆- ,6,,
807-11-2,,807,11,jŏχǝt-,jŏχǝt-,,,DEWbOstj,11-g,,,,jŏχət-,jŏχət-,7,,
203-110-1,,203,110,hengittää,hengittää,,,JL,110-a,,,,,he̞ŋːit̪ːæː,1,,
204-110-1,,204,110,henkitteä,henkitteä,,,KKSV,110-a,,,,,,1,,
207-110-1,,207,110,hengitada ~ henkta,hengitada ~ henkta,,,VVS,110-a,,,,,,1,,
208-110-1,,208,110,"heŋɢittǟ, heŋɢäᴅä",heŋɢittǟ,,,InkmSk,110-a,,,,"heŋɢittǟ, heŋɢäᴅä","heŋg̊itːæː, heŋg̊æd̥æ ",1,,
208-110-2,,208,110,"heŋɢittǟ, heŋɢäᴅä",heŋɢäᴅä,,,InkmSk,110-a,,,,"heŋɢittǟ, heŋɢäᴅä","heŋg̊itːæː, heŋg̊æd̥æ ",1,,
209-110-1,,209,110,entšimä,entšimä,,,VKJMS,110-a,,,,enčimä,enʧimæ,1,,
210-110-1,,210,110,hingata,hingata,,,SVSk,110-a,,,,,hinkɑtːɑ,1,,
211-110-1,,211,110,hingämä ~ hengämä,hingämä ~ hengämä,,,VESr,110-a,,,,,,1,,
212-110-1,,212,110,jeŋŋgə,jeŋŋgə,,,LivWb,110-a,,,,,,1,,
0-110-1,,0,110,*wajŋi̮,*wajŋi̮,,,UEW;Sam88,110-b,,,,,,2,,"'Breath, spirit'"
101-110-1,,101,110,voejngedh,voejngedh,,,NSsNdb,110-b,,,,,,2,,
102-110-1,,102,110,vuaigŋjat,vuaigŋjat,,,WbWlap,110-b,,,,,,2,,
104-110-1,,104,110,vuojŋastak,vuojŋastak,,,EZ,110-b,,,,,,2,,
105-110-1,,105,110,vuoigŋat,vuoigŋat,,,SSSg,110-b,,,,,,2,,
106-110-1,,106,110,vuoi'ŋađ,vuoi'ŋađ,,,InsSSk,110-b,,,,,,2,,
107-110-1,,107,110,vuõiŋŋâd,vuõiŋŋâd,,,SKosSk,110-b,,,,,,2,,
108-110-1,,108,110,vūjjne,vūjjne,,,WOLD,110-b,,,,,vuːjːne,2,,
901-110-1,,901,110,bačədʹa,bačədʹa,,,SlNgaRus,110-b,,,,bačədʹa,bɑʧədʲɑ,2,,
902-110-1,,902,110,yínt°q,yínt°q,,,JurSWb,110-b,,,,,,2,Cognacy uncertain,'Breath (n.)'; deriv.
907-110-1,,907,110,kuə̑j-,kuə̑j-,,,SolkWb,110-b,,,,kuə̑j-,kuə̠j- ,2,,
301-110-1,,301,110,lʹekśems,lʹekśems,,,MordWb,110-c,,,,lʹekśems,ʎekɕems ,3,From PFV *läkkä 'breathe' ?,
401-110-1,,401,110,šülem,šülem,,,SMSk;TscherWb,110-d,,,,šülem,ʃylem,4,,
501-110-1,,501,110,lolavni̮,lolavni̮,,,SyrjWsch,110-e,,,,lolavni̮,lolɑvnɯ ,5,,
503-110-1,,503,110,lolavni̮,lolavni̮,,,KoPRSl,110-e,,,,lolavni̮,lolɑvnɯ ,5,,
504-110-1,,504,110,lulʒ́i̮ni̮,lulʒ́i̮ni̮,,,WotjWsch,110-e,,,,lulʒ́i̮ni̮,lulʥɯnɯ ,5,,
601-110-1,,601,110,lélegzik,lélegzik,,,FMSz,110-e,,,,,leːlɛɡzik,5,,
701-110-1,,701,110,liläji,liläji,,,WogWb,110-e,,,,liläji,lilæji,5,,
807-110-1,,807,110,lält-,lält-,,,DEWbOstj,110-e,,,,lält-,lælt-,5,,
504-110-2,,504,110,šokani̮,šokani̮,,,WotjWsch,110-f,,,,šokani̮,ʃokɑnɯ,6,,
0-111-1,,0,111,[Not reconstructable],,,,UEW;Sam88,111-?,,,,,,?,[Not reconstructable],
203-111-1,,203,111,lapsi,lapsi,,,JL,111-a,,,,,lɑpsi,1,,
